0	4605718660034461
1	4275156274332543
2	4936321832079298
3	4555876448313175
4	4639476929606518
5	4947047798184643
6	4486634220408232
7	4164113356408380
8	4691616897695127
9	4749019046368138
10	4060340433808085
11	4380742194779863
12	4342616368185650
13	4296457935940483
14	4190979439275246
15	4281307497569112
16	4085089105549334
17	4890229466777075
18	4685219816912901
19	4718316659106459
20	4189823249495953
21	4483324207435258
22	4404205660674465
23	4238174042204353
24	4726037242312756
25	4844644202443427
26	4311742206454160
27	4626663134729616
28	4249759828319198
29	4890261713156019
30	4690223248914223
31	4393969004572361
32	4931853442000467
33	4710561628929873
34	4883645759521012
35	4240678274149678
36	4960074336997296
37	4341645065933584
38	4184741429564155
39	4999537211547803
40	4671734357405145
41	4312983533680239
42	4446778155123255
43	4705902910523445
44	4105191581719344
45	4637181537681695
46	4633300020727310
47	4715038810583862
48	4211520380893895
49	4799955055456646
50	4350624942428967
51	4820989962578898
52	4260530896773317
53	4171556210593980
54	4418963495490788
55	4476988261437795
56	4291758081111851
57	4713035995765506
58	4276835344885361
59	4113705836143461
60	4601319226431269
61	4057984234179603
62	4740661902359393
63	4325246424616182
64	4023812825085353
65	4863969255628434
66	4266050762188247
67	4133629030268955
68	4571759615444611
69	4033916714420213
70	4196418360105571
71	4243832272085619
72	4018746136602398
73	4324738176733075
74	4335515907456482
75	4183612772655828
76	4957941056618143
77	4584728105552659
78	4638138102420296
79	4566393572522479
80	4007023063679879
81	4361218360908233
82	4759818194380937
83	4399488958546127
84	4449831944857340
85	4380522239671337
86	4281687101177257
87	4302686038954148
88	4704427342288970
89	4239750046228081
90	4030060863652020
91	4202546846928463
92	4744957540217902
93	4713388115531369
94	4616676966767894
95	4905274920782363
96	4496969173411066
97	4517819650184634
98	4218018598193854
99	4144555395073861
100	4844992117558783
101	4603624674071329
102	4606155365134578
103	4400324953535574
104	4145069494474037
105	4651589053273005
106	4201650054511341
107	4513804264754091
108	4852386524322991
109	4562692712569900
110	4727197942374594
111	4418644660868962
112	4941894086533809
113	4362645195886433
114	4375940160107468
115	4739223088800683
116	4053482276562244
117	4787032916370178
118	4900338070175564
119	4336352281174278
120	4333436305064293
121	4818205188317506
122	4929961991375679
123	4455171391099596
124	4025008095927477
125	4424627433117082
126	4572623562018878
127	4369656369000662
128	4132621781235904
129	4585960345658173
130	4296786757840979
131	4087506516137373
132	4937039294893647
133	4299436664083878
134	4996428275417062
135	4460442909500810
136	4537202333640122
137	4074173979418595
138	4064593669999160
139	4270656249906243
140	4582783453318577
141	4301525562729040
142	4234625462987839
143	4916970332398519
144	4416686915427948
145	4013326291578850
146	4450353332364447
147	4083955364114931
148	4616264118554377
149	4936106117379772
150	4285845024587624
151	4483974883522728
152	4339615851356914
153	4252588914119327
154	4324997040100214
155	4864971864898241
156	4757112904852860
157	4510670111483082
158	4931916860178279
159	4541047531912649
160	4346784815718204
161	4325101562483525
162	4409013216524704
163	4291012490785891
164	4144622114715824
165	4893893315185637
166	4327466374338466
167	4014147109022728
168	4526359595026581
169	4527150476025084
170	4562317216056002
