0	0	4605718660034461
0	1	4275156274332543
0	2	4936321832079298
0	3	4555876448313175
0	4	4639476929606518
1	0	4947047798184643
1	1	4486634220408232
1	2	4164113356408380
1	1	4691616897695127
1	3	4749019046368138
1	4	4060340433808085
2	0	4380742194779863
2	1	4342616368185650
2	3	4296457935940483
2	2	4190979439275246
2	4	4281307497569112
3	0	4085089105549334
3	1	4890229466777075
3	2	4685219816912901
3	3	4718316659106459
3	2	4189823249495953
4	0	4483324207435258
5	0	4404205660674465
5	1	4238174042204353
5	2	4726037242312756
6	0	4844644202443427
6	1	4311742206454160
6	2	4626663134729616
8	0	4249759828319198
7	0	4890261713156019
8	1	4690223248914223
8	2	4393969004572361
8	3	4931853442000467
8	4	4710561628929873
9	0	4883645759521012
13	0	4240678274149678
10	0	4960074336997296
10	1	4341645065933584
11	0	4184741429564155
12	0	4999537211547803
13	1	4671734357405145
14	0	4312983533680239
13	1	4446778155123255
13	2	4705902910523445
15	0	4105191581719344
15	2	4637181537681695
15	0	4633300020727310
15	3	4715038810583862
15	2	4211520380893895
15	1	4799955055456646
15	4	4350624942428967
15	5	4820989962578898
16	0	4260530896773317
16	1	4171556210593980
16	2	4418963495490788
16	3	4476988261437795
16	4	4291758081111851
17	0	4713035995765506
16	4	4276835344885361
16	5	4113705836143461
17	1	4601319226431269
17	2	4057984234179603
19	0	4740661902359393
17	3	4325246424616182
18	0	4023812825085353
18	1	4863969255628434
18	2	4266050762188247
19	1	4133629030268955
19	2	4571759615444611
19	3	4033916714420213
19	4	4196418360105571
19	3	4243832272085619
22	0	4018746136602398
20	0	4324738176733075
20	1	4335515907456482
20	2	4183612772655828
21	0	4957941056618143
21	1	4584728105552659
22	1	4638138102420296
23	0	4566393572522479
23	1	4007023063679879
25	1	4361218360908233
24	0	4759818194380937
25	0	4399488958546127
25	2	4449831944857340
26	0	4380522239671337
26	1	4281687101177257
27	0	4302686038954148
28	0	4704427342288970
28	0	4239750046228081
28	1	4030060863652020
29	0	4202546846928463
29	1	4744957540217902
29	2	4713388115531369
29	3	4616676966767894
30	0	4905274920782363
31	0	4496969173411066
31	1	4517819650184634
31	2	4218018598193854
31	3	4144555395073861
32	0	4844992117558783
32	1	4603624674071329
33	0	4606155365134578
33	1	4400324953535574
34	0	4145069494474037
34	1	4651589053273005
34	2	4201650054511341
35	0	4513804264754091
35	1	4852386524322991
36	0	4562692712569900
36	1	4727197942374594
36	0	4418644660868962
36	2	4941894086533809
36	3	4362645195886433
37	0	4375940160107468
36	4	4739223088800683
38	0	4053482276562244
39	0	4787032916370178
40	0	4900338070175564
40	1	4336352281174278
40	4	4333436305064293
40	2	4818205188317506
40	3	4929961991375679
40	5	4455171391099596
40	6	4025008095927477
40	5	4424627433117082
41	0	4572623562018878
41	1	4369656369000662
41	2	4132621781235904
41	0	4585960345658173
40	6	4296786757840979
41	1	4087506516137373
41	3	4937039294893647
41	2	4299436664083878
41	4	4996428275417062
42	0	4460442909500810
42	1	4537202333640122
42	2	4074173979418595
42	3	4064593669999160
43	0	4270656249906243
44	0	4582783453318577
44	1	4301525562729040
47	0	4234625462987839
44	2	4916970332398519
45	0	4416686915427948
46	0	4013326291578850
47	1	4450353332364447
47	2	4083955364114931
47	3	4616264118554377
47	4	4936106117379772
47	3	4285845024587624
48	0	4483974883522728
48	1	4339615851356914
48	2	4252588914119327
49	0	4324997040100214
49	1	4864971864898241
49	2	4757112904852860
50	0	4510670111483082
50	1	4931916860178279
50	0	4541047531912649
50	2	4346784815718204
50	3	4325101562483525
51	0	4409013216524704
52	0	4291012490785891
52	1	4144622114715824
52	2	4893893315185637
53	0	4327466374338466
53	1	4014147109022728
53	0	4526359595026581
54	0	4527150476025084
54	1	4562317216056002
54	2	4653938072324992
54	3	4592000226062665
55	0	4804816871280979
54	3	4067484942544444
54	4	4028181119797890
55	1	4997685764064502
55	2	4302459598995202
55	3	4830051847715308
55	2	4415953391617009
57	1	4466424515294875
57	2	4683069726643225
58	0	4139973406763718
56	0	4435263648474998
57	0	4632646643635012
59	0	4381605779156204
59	1	4042983168287679
61	0	4680503390372151
60	0	4162570744068899
60	1	4528211383190491
61	1	4194527560648792
61	2	4600752717714333
61	3	4627785276233245
61	0	4835255557604728
61	4	4865434605785077
61	6	4555806667076096
61	5	4594999247176545
61	7	4550463393843814
62	0	4156507577331968
62	1	4483160794503326
62	2	4684181749253566
62	3	4236170153232953
62	2	4871515697133127
63	0	4636159212045536
62	3	4256601355347202
63	1	4175569071078161
63	2	4117742674369722
64	0	4445209936783226
64	1	4142923535894467
65	0	4604539865687734
64	1	4480461426045337
65	1	4951866761284426
65	2	4776811718858917
66	0	4332025328536568
66	1	4344583032239529
67	0	4630527952876516
67	1	4878115967152452
67	2	4050398656368403
68	0	4565632735309626
68	1	4624789931167379
69	0	4268107339526347
68	1	4740162201115222
69	1	4976068419008411
70	0	4849716943301711
69	2	4098877720370085
71	0	4118238641887903
71	1	4854090906444922
73	0	4219613891257346
71	1	4811078192347752
71	1	4416972722968617
71	2	4973653158909680
71	3	4509549184925471
71	1	4242310082039309
72	0	4907968144657420
72	1	4121310381923902
73	1	4683040845959925
73	3	4384705145071587
73	2	4968489858402651
73	4	4118339705590795
73	4	4244793620277408
73	6	4728601310679392
73	5	4252269657712103
73	6	4912946294338010
74	0	4693534467975225
74	1	4784546804987580
74	2	4956816473281157
74	3	4688449193144847
75	0	4576932163357346
75	1	4019716561718414
75	2	4406656186677820
75	3	4933337968660936
75	4	4957628978964479
76	0	4358039995869524
77	0	4240589272871157
77	1	4948257076796740
77	2	4765731897612559
78	0	4386332455904519
77	2	4670111335475667
78	1	4918084424106703
78	2	4541489427112712
78	3	4400001835740131
79	0	4301975959788515
79	1	4233650562539638
79	0	4645179380323654
79	2	4998605286217494
79	3	4750621271663327
81	0	4688996503671265
80	0	4170342588647232
80	1	4458283780422334
81	0	4640552442811376
80	2	4109576274225680
81	1	4478990301662059
81	2	4972382863012454
83	0	4492497077198997
82	0	4927641901206717
83	1	4965153577880943
83	2	4623322507180831
83	3	4302605045006395
84	1	4173861051084646
83	3	4528914464592184
83	3	4268083865736867
84	0	4576209211919652
84	2	4605458242833094
85	0	4622208984911064
85	1	4053617913734140
86	0	4540569940433199
86	1	4670992757008593
86	2	4759334653969079
86	3	4478258087907639
86	2	4534428013589098
87	0	4525386800017288
87	1	4110376168685074
89	0	4760921303358872
88	0	4032503442063928
88	1	4051010388686767
89	2	4875595757781599
89	1	4278038010199203
89	3	4440312031520405
89	1	4290301697797127
